"id","marca","modelo","año","moderno","cilindrada","estilo","combustible","transmisión","estado","kilometraje","puertas","pago impuesto","negociable","recibe vehículo","fecha ingreso","veces visto","comentarios","tiene imagen","precio"
"98642874","Isuzu","GEMENI","1988","Viejo","1,300 cc","Sedán","Gasolina","Manual","Bueno","100K-200K","3","SI","SI","NO","12 de Agosto del 2020","1770","Buen estado debe placas y RTV, hay que arreglar el arrancador y ajustar frenos pero si camina.","Si","275000"
"36627644","Fiat","FIORINO","1993","Viejo","1,500 cc","Pickup 4x2","Gasolina","Manual","Regular","200K-500K","2","SI","NO","NO","12 de Agosto del 2020","1994","Se debe cambiar distribuidor de corriente cambio de placa y pago de tres marchamos.","Si","300000"
"81448968","Hyundai","ACCENT","2000","Viejo","1,600 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","13 de Julio del 2020","3226","PARA PONER AL DIA. Muy bonito en buen estado","No","315000"
"65694347","Volkswagen","JETTA","1995","Viejo","2,000 cc","Sedán","Gasolina","Manual","Regular","200K-500K","4","SI","NO","NO","29 de Julio del 2020","3374","Se vende para reparar, poner al dia RTV","Si","350000"
"31015000","Subaru","LOYALE","1992","Viejo","1,800 cc","Station Wagon","Gasolina","Manual","Muy Bueno","200K-500K","5","NO","SI","NO","04 de Agosto del 2020","2148","Excelente estado full extras solo le falta el alternador la bateria riteve  y un marchamo.","Si","450000"
"96636309","Mitsubishi","LANCER","1990","Viejo","1,300 cc","Sedán","Gasolina","Manual","Bueno","<20K","4","SI","SI","NO","24 de Junio del 2020","5121","Vendo carro barato al día para reparar","Si","500000"
"54838020","Toyota","PREVIA","1993","Viejo","2,400 cc","Microbús/Minivan","Gasolina","Automática/Dual","Regular","200K-500K","4","SI","SI","NO","04 de Julio del 2020","4793","PARA REPARAR Y PONER AL DIAM muchos marchamos hay q terminar de armar el motor  Tengo los repuestos","Si","500000"
"92740198","Hyundai","ELANTRA  GLS","1994","Viejo","1,500 cc","Sedán","Gasolina","Manual","Muy Bueno","200K-500K","4","SI","SI","NO","09 de Julio del 2020","2685","Carro version americana  GLS motor en exc. condiciones. Pendiente Marchamo y RTV, precio negociable","Si","550000"
"36993460","Suzuki","ESTEEM GL","2001","Regular","1,800 cc","Sedán","Gasolina","Automática/Dual","Excelente",">500K","5","SI","NO","NO","03 de Agosto del 2020","1959","vehiculo en  excelente estado mecanico carroceria y esteticamente  tiene  marchamos atrasado","No","550000"
"62106192","Honda","ACCORD","1996","Viejo","2,200 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","11 de Agosto del 2020","1666","DEBE CUATRO MARCHAMOS Y RTV. TIENE EMBARGOS PERO TODO CANCELADO. CAMINA SUPER BIEN","No","575000"
"75785226","Daihatsu","CHARADE","1990","Viejo","1,300 cc","Sedán","Gasolina","Manual","Muy Bueno","50K-100K","4","SI","SI","NO","30 de Junio del 2020","2283","Al dia con Riteve un solo dueño desde su importacion version americana","No","600000"
"49512665","Daihatsu","CHARADE","1999","Viejo","1,500 cc","Sedán","Gasolina","Manual","Bueno","200K-500K","4","SI","SI","NO","15 de Julio del 2020","645","Buenas condiciones de motor y sus detalles de pintura","Si","1200000"
"38246376","Honda","CIVIC","1991","Viejo","1,500 cc","Sedán","Gasolina","Manual","Excelente","<20K","2","SI","NO","NO","23 de Julio del 2020","259","Vendo lindo honda Civic ranita Ef está al día se va a ese precio tiene extras","No","1200000"
"53027889","Nissan","SENTRA","1992","Viejo","1,600 cc","Sedán","Gasolina","Manual","Muy Bueno","100K-200K","4","SI","SI","NO","23 de Julio del 2020","263","Se vende Nissan Sentra XE, Año 1992  Rtv y Marchamo al día.  Precio 1200,000","No","1200000"
"15706257","Hyundai","ELANTRA DELUXE","1995","Viejo","1,600 cc","Sedán","Gasolina","Manual","Muy Bueno","200K-500K","4","SI","SI","NO","28 de Julio del 2020","349","Llantas nuevas-Estado mecánico excelente- poco uso","Si","1200000"
"39508188","Toyota","CELICA","1985","Viejo","2,400 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","2","SI","NO","NO","28 de Julio del 2020","645","Excelente estado inscrito a mi nombre","Si","1200000"
"87280926","Volkswagen","JETTA","1998","Viejo","2,000 cc","Sedán","Gasolina","Manual","Muy Bueno","100K-200K","4","SI","SI","NO","01 de Agosto del 2020","644","","Si","1200000"
"84674909","Datsun","DATSUN","1980","Viejo","1,200 cc","Microbús/Minivan","Gasolina","Manual","Muy Bueno","20K-50K","5","SI","SI","NO","04 de Agosto del 2020","304","Esta en Tres Rios. muy buen estado. encendido electronico","Si","1200000"
"99423093","Honda","CIVIC","1989","Viejo","1,500 cc","Hatchback","Gasolina","Manual","Bueno","200K-500K","2","SI","SI","NO","10 de Agosto del 2020","187","vendo honda civic marchamo y RTV al día  puedo financiar la mitad","No","1200000"
"72566430","Hyundai","ACCENT","1997","Viejo","1,500 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","3","SI","SI","NO","10 de Agosto del 2020","154","Se vende escucho ofertas","Si","1200000"
"80198371","Toyota","COROLLA","1988","Viejo","1,500 cc","Sedán","Gasolina","Manual","Muy Bueno","100K-200K","5","SI","SI","NO","11 de Agosto del 2020","122","Carrito en muy buen estado al día y a mi nombre","Si","1200000"
"15125732","Mazda","323","1994","Viejo","1,600 cc","Sedán","Gasolina","Manual","Excelente","200K-500K","4","SI","SI","NO","11 de Agosto del 2020","105","","Si","1200000"
"74441966","Ford","ASPIRE","1997","Viejo","1,300 cc","Hatchback","Gasolina","Automática/Dual","Bueno","100K-200K","3","SI","SI","NO","11 de Agosto del 2020","111","Carro fuerte calidad","Si","1200000"
"55060649","Toyota","STARLET","1998","Viejo","1,500 cc","Sedán","Gasolina","Manual","Excelente","200K-500K","5","SI","SI","NO","12 de Agosto del 2020","254","Excelente estado","Si","1200000"
"20198855","BMW","518I","1986","Viejo","1,800 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","30 de Julio del 2020","925","","Si","3000000"
"99882626","Toyota","ECHO","2002","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","29 de Julio del 2020","122","","No","3000000"
"85464630","JAC","J2","2013","Moderno","1,000 cc","Hatchback","Gasolina","Manual","Excelente","50K-100K","4","SI","SI","NO","31 de Julio del 2020","240","SUPER ECONOMICO","Si","3000000"
"69381830","Suzuki","SIDEKICK JX","1998","Viejo","1,600 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno","100K-200K","5","SI","SI","NO","31 de Julio del 2020","123","Suzuki sidekick  en excelente condición. Transmisión automática-gasolina-riteve al día.","No","3000000"
"61293172","Volvo","S60","2004","Regular","2,400 cc","Sedán","Gasolina","Automática/Dual","Muy Bueno","100K-200K","4","SI","SI","NO","31 de Julio del 2020","475","","Si","3000000"
"97268997","Hyundai","GRACE","2001","Regular","2,500 cc","Microbús/Minivan","Diesel","Manual","Bueno","200K-500K","4","SI","SI","NO","01 de Agosto del 2020","177","Vehículo especial para transp.pasaj.detalles pintura. quince pasaj.","Si","3000000"
"32665270","Suzuki","SIDEKICK","1998","Viejo","1,800 cc","Todo Terreno 4x2","Gasolina","Manual","Excelente","100K-200K","5","SI","SI","SI","04 de Agosto del 2020","148","Se escuchan ofertas","Si","3000000"
"48178195","Suzuki","AERIO","2007","Regular","1,600 cc","Sedán","Gasolina","Manual","Bueno","100K-200K","4","SI","SI","NO","04 de Agosto del 2020","100","","No","3000000"
"92256987","Toyota","YARIS","2003","Regular","1,500 cc","Sedán","Gasolina","Manual","Muy Bueno","200K-500K","4","SI","NO","NO","04 de Agosto del 2020","241","Venta urgente.","Si","3000000"
"19135983","Chevrolet","AVEO","2009","Regular","1,600 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","05 de Agosto del 2020","192","Llantas nuevas. No recibo. Se muestra solo en domicilio del vendedor","Si","3000000"
"75697504","BYD","F0 GLX","2013","Moderno","1,000 cc","Hatchback","Gasolina","Manual","Muy Bueno","100K-200K","4","SI","SI","NO","05 de Agosto del 2020","286","Es demasiado económico y está super bonito apenas para las presas y la economía.","Si","3000000"
"87774180","Suzuki","CARRY","2003","Regular","1,300 cc","Pánel","Gasolina","Manual","Muy Bueno","200K-500K","5","SI","SI","NO","06 de Agosto del 2020","185","San Rafael abajo de Desamparados","Si","3000000"
"86391193","Mitsubishi","LANCER RALLIART","2007","Regular","2,000 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","07 de Agosto del 2020","390","SE VENDE LANCER RALLIART   -Motor- 2.0 cc. - automático/ shiftronic. -cambios al volante-  -Los 5 ar","Si","3000000"
"16706897","Toyota","YARIS","2002","Regular","1,500 cc","Sedán","Gasolina","Manual","Muy Bueno","100K-200K","5","SI","SI","NO","10 de Agosto del 2020","102","En perfecto estado. Versión nacional. Unico dueño","Si","3000000"
"34548149","Suzuki","CARRY","2003","Regular","1,300 cc","Pánel","Gasolina","Manual","Muy Bueno","200K-500K","5","SI","SI","NO","10 de Agosto del 2020","115","ESTADO GENERAL BUENO","Si","3000000"
"60801291","Isuzu","FRR","2004","Regular","4,500 cc","Camión 1.0-3.5 ton.","Diesel","Manual","Excelente",">500K","2","SI","SI","NO","11 de Agosto del 2020","126","","No","3000000"
"83794355","Volkswagen","1600I","1997","Viejo","1,600 cc","Sedán","Gasolina","Manual","Muy Bueno","200K-500K","2","SI","SI","NO","11 de Agosto del 2020","129","Al día total/// ESCARABAJO","Si","3000000"
"39029548","Nissan","XTRAIL","2004","Regular","2,500 cc","Pickup 4x2","Gasolina","Manual","Muy Bueno","200K-500K","4","SI","NO","NO","12 de Agosto del 2020","386","llantas nuevas segundo dueño aros originales","Si","3000000"
"80509625","Toyota","YARIS","2006","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Bueno","200K-500K","4","SI","NO","NO","12 de Agosto del 2020","132","","Si","3000000"
"33184452","Saturn","ION","2004","Regular","2,000 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","NO","NO","12 de Agosto del 2020","31","","No","3000000"
"11830167","Chevrolet","AVEO","2008","Regular","1,500 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","13 de Agosto del 2020","41","Exelente estado de motor pintura y tapiceria se puede resivir dependiendo.","Si","3000000"
"28060510","Mitsubishi","LANCER GLX","2008","Regular","1,600 cc","Sedán","Gasolina","Manual","Muy Bueno","100K-200K","4","SI","NO","NO","14 de Agosto del 2020","67","Aros de lujo concavos recién paso rtv muy bien estado general económico escucho ofertas exc mecánica","Si","3000000"
"37005757","Mazda","B2200","1989","Viejo","2,800 cc","Pickup 4x2","Diesel","Manual","Excelente","<20K","2","SI","SI","NO","14 de Agosto del 2020","31","Motor Toyota turbo Diesel moderno. Full aire. Dirección hidráulica se puede recibir carro y vuelto.","Si","3000000"
"45805734","Hyundai","ACCENT","2006","Regular","1,600 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","NO","NO","14 de Agosto del 2020","30","LIMON CENTRO","No","3000000"
"71831465","Hyundai","SANTA FE","2003","Regular","2,400 cc","Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente","100K-200K","5","SI","SI","NO","23 de Julio del 2020","477","RTV limpio, dos llaves, no anotaciones, no levantamientos, no gravamenes","Si","3050000"
"80862274","Toyota","ECHO","2003","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","25 de Junio del 2020","1874","Automático impecable muy cuidado caja y motor en perfecto estado cero oxido RTV al día","Si","3100000"
"80680855","Toyota","ECHO","2003","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","01 de Julio del 2020","1276","Perfecto estado tanto exterior como mecánicamente","Si","3050000"
"46611933","Honda","CIVIC LX","2004","Regular","1,700 cc","Sedán","Gasolina","Automática/Dual","Excelente","<20K","5","SI","SI","NO","06 de Julio del 2020","853","Mirelo y negociemos su precio.Un lindo carro para la familia.Confiable como solo Honda.","Si","3050000"
"26603950","Mitsubishi","VARICA","2005","Regular","1,200 cc","Microbús/Minivan","Gasolina","Manual","Excelente","<20K","5","SI","SI","NO","15 de Julio del 2020","514","Pintura completa recién salida llantas nuevas recién pasada de RTV  muy cuidada","Si","3050000"
"25391611","BYD","F0","2013","Moderno","1,000 cc","Hatchback","Gasolina","Manual","Muy Bueno","100K-200K","5","SI","SI","NO","21 de Julio del 2020","282","Carro en excelente estado","Si","3050000"
"6137834","Honda","CRV LX","2001","Regular","1,800 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","2","SI","SI","SI","30 de Julio del 2020","232","AL DIA-GARANTIA X ESCRITO-RECIBO-FINANCIO-autossantodomingocr ABIERTO DOMINGOS","Si","3075000"
"97553649","Audi","A4","2002","Regular","3,000 cc","Sedán","Gasolina","Automática/Dual","Excelente","50K-100K","4","NO","SI","NO","27 de Febrero del 2020","3003","Carro con asientos de cuero en excelente estado","Si","3100000"
"25038116","Isuzu","TROOPER","1998","Viejo","3,500 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente","200K-500K","5","SI","SI","NO","04 de Mayo del 2020","1964","Batería y llantas nuevas - Seis Cilindros","Si","3100000"
"66309825","Nissan","D21","1993","Viejo","2,400 cc","Pickup 4x2","Gasolina","Manual","Excelente","100K-200K","2","SI","SI","NO","18 de Junio del 2020","1305","chineado duraliner aros muy bien de pintura alarma muy cuidado mantenimiento y rtv  al día","Si","3100000"
"35579340","Nissan","D21","1991","Viejo","4 cc","Pickup 4x4","Gasolina","Manual","Excelente","200K-500K","2","SI","SI","NO","19 de Junio del 2020","566","Excelente estado","No","3100000"
"51445999","Mercedes","Benz 300E","1990","Viejo","2,600 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","21 de Junio del 2020","1406","Como nuevo todo original impecable un clasico","Si","3100000"
"84881094","Toyota","ECHO","2002","Regular","1,500 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","26 de Junio del 2020","568","Exelente estado cero óxido.","Si","3100000"
"65243990","Chevrolet","SPARK LS","2009","Regular","800 cc","Hatchback","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","29 de Junio del 2020","723","Con gps cámara de retroceso radio","Si","3100000"
"34613860","Hyundai","SANTA FE","2002","Regular","2,300 cc","Todo Terreno 4x4","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","29 de Junio del 2020","845","Excelente estado. Precio negociable, se puede dar como parte del pago para otro vehículoURGE VENDER","Si","3100000"
"90502794","Toyota","YARIS","2007","Regular","1,500 cc","Hatchback","Gasolina","Manual","Muy Bueno","100K-200K","4","SI","SI","NO","30 de Junio del 2020","919","aro  todo al dia  rtv hasta Junio  del otro año","No","3100000"
"33014840","Suzuki","VITARA","1999","Viejo","2,000 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno","100K-200K","4","SI","SI","NO","30 de Junio del 2020","920","Vehículo en perfecto estado uso familiar","Si","3100000"
"82141385","Toyota","ECHO","2003","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","<20K","4","SI","SI","NO","01 de Julio del 2020","968","Vendo o cambio por galloper  pasaj","Si","3100000"
"47891930","Suzuki","GRAND VITARA XL7","2002","Regular","2,700 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Bueno","100K-200K","5","SI","SI","NO","03 de Julio del 2020","955","URGE VENDER!VERSION FULL EXTRAS QUEMACOCOS LLANTASNUEVAS tap  asientos delanteros regular-","Si","3100000"
"74608091","Mitsubishi","LANCER GLX","2004","Regular","1,600 cc","Sedán","Gasolina","Manual","Excelente","200K-500K","4","SI","SI","NO","06 de Julio del 2020","707","AROS BBS DE LUJO RTV EN BLANCO NÍTIDO DE PINTURA MUY LINDO SE ESCUCHAN OFERTAS CAMBIO X SEDAN MODERN","Si","3100000"
"39665286","Suzuki","GRAND VITARA","2001","Regular","2,400 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente","100K-200K","5","SI","SI","NO","06 de Julio del 2020","801","Excelente vehículo muy bien estado","Si","3100000"
"44786715","Nissan","D21","1987","Viejo","2,400 cc","Pickup 4x4","Híbrido","Manual","Bueno","<20K","2","SI","SI","NO","06 de Julio del 2020","2002","carburado sistema de gas y gasolina muy económico se puede recibir vehículo no más de millón y medio","Si","3100000"
"20929902","Toyota","HILUX","1994","Viejo","2,400 cc","Pickup 4x2","Gasolina","Manual","Excelente","100K-200K","2","SI","SI","NO","06 de Julio del 2020","1049","EXCELENTE ESTADO RTV AL DIA DIRECCION HIDRAULICA LLANTAS NUEVAS CORTE DE ENCENDIDO DE SEGURIDAD","Si","3100000"
"72826820","BMW","323I","2000","Viejo","2,500 cc","Sedán","Gasolina","Automática/Dual","Bueno","200K-500K","4","SI","SI","NO","06 de Julio del 2020","1903","Se puede financiar","Si","3100000"
"92287986","Toyota","ECHO","2000","Viejo","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","2","SI","NO","NO","08 de Julio del 2020","393","- Llantas nuevas. - Frenos delanteros nuevos. -Motor en excelente condiciones.","Si","3100000"
"43996798","Hyundai","STAREX","2001","Regular","2,500 cc","Microbús/Minivan","Diesel","Manual","Muy Bueno","200K-500K","3","SI","SI","NO","20 de Julio del 2020","682","EN MOTOR ESTA EN EXCELETE ESTADO  LA PINTURA EXTERNA ESTA UN POCO MAL","Si","3100000"
"72763291","Mazda","MIATA","1990","Viejo","1,600 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","2","SI","SI","NO","25 de Julio del 2020","1274","EXCELENTE ESTADO  -  TAPIZADO NUEVO  - ALFOMBRA NUEVA  - LLANTAS NUEVAS","Si","3100000"
"98650826","Suzuki","SIDEKICK","1990","Viejo","1,600 cc","Todo Terreno 4x4","Gasolina","Manual","Excelente","<20K","2","SI","SI","NO","09 de Julio del 2020","656","VEHICULO RESTAURADO ASIENTOS RADIO PINTURA BUMPER TODO ESTA COMPLETAMENTE NUEVO","Si","3100000"
"59954128","Toyota","ECHO","2001","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","13 de Julio del 2020","340","Excelente estado listo para inscribir super economico el precio incluye los gastos de inscripción","Si","3100000"
"16700039","Chevrolet","0PTRA","2007","Regular","1,600 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","13 de Julio del 2020","324","","Si","3100000"
"55673924","Datsun","1200","1972","Viejo","1,200 cc","Hatchback","Gasolina","Manual","Excelente","50K-100K","2","SI","SI","NO","13 de Julio del 2020","1182","Datsun Coupé una joya un carro que está Excelente es para cuidarlo  una Joya","Si","3100000"
"33038043","Hyundai","GETZ","2009","Regular","1,400 cc","Hatchback","Gasolina","Manual","Bueno","100K-200K","4","SI","SI","NO","13 de Julio del 2020","551","Carro económico en buenas condiciones Aire acondicionado Detalles de uso Escucho ofertas","Si","3100000"
"13896731","Hyundai","ACCENT","2008","Regular","1,600 cc","Hatchback","Gasolina","Manual","Excelente","100K-200K","3","SI","SI","NO","14 de Julio del 2020","438","Excelente Mantenimiento cero oxido aros  Se Podría Recibir","Si","3100000"
"87600608","Suzuki","AERIO","2005","Regular","1,600 cc","Sedán","Gasolina","Manual","Muy Bueno","100K-200K","4","SI","SI","NO","20 de Julio del 2020","324","Muy buen estado","Si","3100000"
"16415280","Toyota","ECHO","2000","Viejo","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","20 de Julio del 2020","201","Para inscribir en excelente estado precio incluye gastos de inscripción.","Si","3100000"
"60486284","Fiat","LINEA DYNAMIC","2011","Moderno","1,400 cc","Sedán","Gasolina","Manual","Bueno","100K-200K","4","SI","SI","NO","21 de Julio del 2020","343","precio negociable","Si","3100000"
"75951674","Hyundai","GALLOPER","1999","Viejo","2,500 cc","Todo Terreno 4x4","Diesel","Manual","Muy Bueno","100K-200K","3","SI","SI","SI","22 de Julio del 2020","827","RECIBO MENOR VALOR SE DA CON CARRETA PRECIO NEGOCIABLE.","Si","3100000"
"98403936","Toyota","ECHO","2001","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","23 de Julio del 2020","202","Excelente estado se financia cien por ciento","Si","3100000"
"57472783","Honda","CRV","1997","Viejo","2,000 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","24 de Julio del 2020","302","Carro no quema aceite no gasta agua llantas para cambio lo puedo dar con llantas nuevas","Si","3100000"
"42097101","Volkswagen","JETTA","2008","Regular","2,000 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","31 de Julio del 2020","832","Excelentes condiciones- Rtv - poco kilometraje- muy cuidado","Si","3100000"
"36983265","Hyundai","ACCENT","2009","Regular","1,600 cc","Sedán","Gasolina","Automática/Dual","Excelente","200K-500K","5","SI","SI","NO","06 de Agosto del 2020","553","Versión americana excelente estado. Traspaso incluido, financiamiento asalariado","Si","3100000"
"14830633","Honda","CRV","1999","Viejo","1,500 cc","Todo Terreno 4x4","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","NO","28 de Julio del 2020","148","Llantas nuevas vidrios eléctricos no se usa.","No","3100000"
"57285251","Fiat","STRADA ADVENTURE","2006","Regular","1,800 cc","Pickup 4x2","Gasolina","Manual","Excelente","<20K","2","SI","SI","NO","29 de Julio del 2020","559","Esta en perfectas condiciones","Si","3100000"
"11328260","JAC","J3","2015","Moderno","1,300 cc","Hatchback","Gasolina","Manual","Excelente","100K-200K","4","SI","NO","NO","30 de Julio del 2020","292","Detalles en pintura. Carro en excelente estado. Urge vender.","Si","3100000"
"81375260","Hyundai","GRACE","2001","Regular","2,500 cc","Microbús/Minivan","Diesel","Manual","Muy Bueno",">500K","4","SI","SI","NO","31 de Julio del 2020","161","Se recibe vehículo y vuelto.","Si","3100000"
"67071767","Daihatsu","DELTA","1988","Viejo","2,800 cc","Camión 1.0-3.5 ton.","Diesel","Manual","Muy Bueno","200K-500K","2","SI","SI","NO","03 de Agosto del 2020","469","Vehículo en buen estado - llantas a media vida - batería nueva.","Si","3100000"
"66667595","Hyundai","SANTA FE","2001","Regular","2,500 cc","Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente","100K-200K","5","SI","SI","NO","03 de Agosto del 2020","170","Excelente estado","Si","3100000"
"45129634","Toyota","ECHO","2002","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","04 de Agosto del 2020","137","Vehículo en excelente estado muy cuidado aire acondicionado y con poco uso","Si","3100000"
"13877003","Suzuki","SIDEKICK SPORT JX","1998","Viejo","1,800 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","05 de Agosto del 2020","240","Exelente estado bateria nueva llantas nuevas","Si","3100000"
"47288059","Suzuki","SIDEKICK SPORT","1996","Viejo","1,800 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente","100K-200K","5","SI","SI","NO","05 de Agosto del 2020","210","Llantas nuevas dos y motor en perfecto estado","Si","3100000"
"63321058","Chevrolet","TRACKER","2000","Viejo","2,000 cc","Todo Terreno 4x4","Gasolina","Manual","Excelente","100K-200K","5","SI","NO","NO","05 de Agosto del 2020","460","Carro full mantenimiento llantas exc","Si","3100000"
"13184196","Toyota","ECHO","2002","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","06 de Agosto del 2020","101","RTV en blanco ,bateria nueva, pantalla, llantas fireston","Si","3100000"
"98313944","Chevrolet","SPARK","2012","Moderno","800 cc","Hatchback","Gasolina","Manual","Excelente","50K-100K","4","SI","SI","NO","06 de Agosto del 2020","108","Excelente estado Al Dia rtv LLantas nuevas Poco kilometro OFERTA como Nuevo  MUY ECONOMICO","Si","3100000"
"7129122","Chevrolet","SPARK LS","2011","Moderno","1,000 cc","Hatchback","Gasolina","Manual","Excelente","100K-200K","4","SI","NO","SI","11 de Agosto del 2020","574","ECONOMICO! LLAME OCHOTRES SIETEDOS CINCONUEVE NOVENTA!","Si","3100000"
"83268638","Mitsubishi","MONTERO SPORT","1998","Viejo","2,400 cc","Todo Terreno 4x2","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","SI","12 de Agosto del 2020","531","Impecable cero corrosión nunca chocado  cuatro cilindros aros de lujo alogenos","Si","3100000"
"8767795","Suzuki","GRAND VITARA","2000","Viejo","2,500 cc","Todo Terreno 4x2","Gasolina","Manual","Excelente","100K-200K","4","SI","SI","SI","08 de Agosto del 2020","728","Todo al día precio negociable recibo menor valor","Si","3125000"
"83031378","Toyota","ECHO","2004","Regular","1,500 cc","Sedán","Gasolina","Automática/Dual","Excelente","100K-200K","2","SI","SI","NO","06 de Agosto del 2020","211","PARA INSCRIBIR VERSION USA IMPECABLE ESTA EN PALMARES","Si","3100000"
"64339040","Hyundai","GRACE GRAND SALOON","1999","Viejo","2,500 cc","Microbús/Minivan","Diesel","Manual","Muy Bueno","200K-500K","3","SI","SI","NO","07 de Agosto del 2020","91","Se oyen ofertas en efectivo","Si","3100000"
"84988081","Honda","CIVIC LX","2004","Regular","1,700 cc","Sedán","Gasolina","Manual","Excelente","100K-200K","5","SI","SI","NO","10 de Agosto del 2020","101","Excelente estado al día nacional faco todo original DE AGENCIA BATERIA NUEVA FRENOS NUEVOS","Si","3100000"
"44476029","Suzuki","SAMURÁI","1987","Viejo","1,300 cc","Todo Terreno 4x4","Gasolina","Manual","Muy Bueno","50K-100K","2","SI","SI","NO","12 de Agosto del 2020","227","Muy buen estado precio incluye traspaso","Si","3100000"
"42436750","Isuzu","TROOPER","1995","Viejo","3,200 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno","100K-200K","5","SI","SI","NO","12 de Agosto del 2020","57","Todo en buen funcionamiento. Buen mantenimiento. No se financia No se recibe No se cambia.","Si","3100000"
"61900743","Toyota","RAV4","1998","Viejo","2,000 cc","Todo Terreno 4x4","Gasolina","Manual","Excelente","200K-500K","5","SI","SI","NO","12 de Agosto del 2020","66","Casi todo con pintura original. Un solo dueño en CR","Si","3100000"
"43270173","Mitsubishi","MONTERO SPORT","1998","Viejo","3,000 cc","Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno","100K-200K","5","SI","SI","NO","13 de Agosto del 2020","34","Vendo o cambio por carro de mi interés - Muy Cuidado","No","3100000"
"16538989","Isuzu","TROOPER","1994","Viejo","3,200 cc","Todo Terreno 4x4","Híbrido","Automática/Dual","Excelente","100K-200K","4","SI","SI","NO","04 de Junio del 2020","1833","Convertida a gas! Sistema aún con garantía! Super económica y bien cuidada! Tune-up reciente!","Si","3150000"
"89307578","Fiat","PALIO ADVENTURE","2008","Regular","1,800 cc","Station Wagon","Gasolina","Manual","Excelente","50K-100K","5","SI","SI","NO","22 de Junio del 2020","920","Poco Kiloetraje Impecable Muy economico. Esta en PZ. Precio negociable.","Si","3150000"
"91376362","Mitsubishi","LANCER GLX","2006","Regular","1,500 cc","Sedán","Gasolina","Manual","Muy Bueno","200K-500K","4","SI","SI","NO","25 de Junio del 2020","769","Se  vende Vehiculo en buen estado-RTV VEINTE-VEINTIUNO - AL DIA","Si","3150000"
"54853587","Hyundai","STAREX","2002","Regular","2,500 cc","Microbús/Minivan","Diesel","Manual","Excelente","100K-200K","4","SI","NO","NO","25 de Junio del 2020","2323","UNA GANGA SE NECESITA VENDER MUY BUEN MANTENIMIENTO","Si","3150000"
